date,district,service_type,usage_count,processing_time,satisfaction,policy_intervention
2022-08-17,송파구,환경신고,40,34,3.47,0
2022-08-17,송파구,세금납부,63,17,3.0,0
2022-08-17,송파구,시설예약,55,15,3.13,0
2022-08-17,송파구,주차정보,82,2,3.38,0
2022-08-17,송파구,쓰레기수거,49,10,3.3,0
2022-08-17,송파구,문화행사,28,12,3.0,0
2022-08-17,송파구,건강검진,38,44,2.63,0
2022-08-17,마포구,민원처리,73,46,3.24,0
2022-08-17,마포구,복지신청,56,59,3.06,0
2022-08-17,마포구,교통정보,81,4,3.64,0
2022-08-17,마포구,환경신고,29,26,3.32,0
2022-08-17,마포구,세금납부,52,22,2.6,0
2022-08-17,마포구,시설예약,34,14,3.24,0
2022-08-17,마포구,주차정보,64,2,3.72,0
2022-08-17,마포구,쓰레기수거,35,8,3.13,0
2022-08-17,마포구,문화행사,27,12,3.35,0
2022-08-17,마포구,건강검진,25,51,2.88,0
2022-08-18,강북구,민원처리,79,29,4.2,1
2022-08-18,강북구,복지신청,52,40,3.64,1
2022-08-18,강북구,교통정보,90,4,3.81,1
2022-08-18,강북구,환경신고,45,19,3.64,1
2022-08-18,강북구,세금납부,52,13,3.5,1
2022-08-18,강북구,시설예약,37,11,3.88,1
2022-08-18,강북구,주차정보,71,2,3.58,1
2022-08-18,강북구,쓰레기수거,40,7,3.69,1
2022-08-18,강북구,문화행사,34,6,3.95,1
2022-08-18,강북구,건강검진,33,38,3.54,1
2022-08-18,강남구,민원처리,113,32,3.44,1
2022-08-18,강남구,복지신청,75,41,3.0,1
2022-08-18,강남구,교통정보,122,3,3.38,1
2022-08-18,강남구,환경신고,50,20,3.4,1
2022-08-18,강남구,세금납부,91,12,3.44,1
2022-08-18,강남구,시설예약,81,10,3.8,1
2022-08-18,강남구,주차정보,134,2,3.51,1
2022-08-18,강남구,쓰레기수거,54,8,3.67,1
2022-08-18,강남구,문화행사,42,8,3.51,1
2022-08-18,강남구,건강검진,37,40,3.74,1
2022-08-18,서초구,민원처리,72,30,3.14,1
2022-08-18,서초구,복지신청,63,46,3.48,1
2022-08-18,서초구,교통정보,149,2,3.57,1
2022-08-18,서초구,환경신고,45,21,3.87,1
2022-08-18,서초구,세금납부,77,15,3.33,1
2022-08-18,서초구,시설예약,60,9,3.55,1
2022-08-18,서초구,주차정보,94,2,3.4,1
2022-08-18,서초구,쓰레기수거,51,7,3.74,1
2022-08-18,서초구,문화행사,37,8,4.05,1
2022-08-18,서초구,건강검진,41,34,3.86,1
2022-08-18,송파구,민원처리,76,49,3.4,0
2022-08-18,송파구,복지신청,51,59,3.0,0
2022-08-18,송파구,교통정보,92,4,3.16,0
2022-08-18,송파구,환경신고,38,29,3.28,0
2022-08-18,송파구,세금납부,54,21,3.45,0
2022-08-18,송파구,시설예약,66,14,3.28,0
2022-08-18,송파구,주차정보,99,2,3.35,0
2022-08-18,송파구,쓰레기수거,41,10,3.32,0
2022-08-18,송파구,문화행사,33,12,3.07,0
2022-08-18,송파구,건강검진,30,54,3.52,0
2022-08-18,마포구,민원처리,70,45,3.41,0
2022-08-18,마포구,복지신청,50,65,3.01,0
2022-08-18,마포구,교통정보,76,4,3.17,0
2022-08-18,마포구,환경신고,40,34,3.69,0
2022-08-18,마포구,세금납부,53,25,3.55,0
2022-08-18,마포구,시설예약,53,15,2.73,0
2022-08-18,마포구,주차정보,65,2,3.16,0
2022-08-18,마포구,쓰레기수거,37,9,3.34,0
2022-08-18,마포구,문화행사,33,11,3.12,0
2022-08-18,마포구,건강검진,32,48,3.43,0
2022-08-19,강북구,민원처리,69,25,4.4,1
2022-08-19,강북구,복지신청,65,51,3.97,1
2022-08-19,강북구,교통정보,84,3,3.56,1
2022-08-19,강북구,환경신고,30,25,3.61,1
2022-08-19,강북구,세금납부,63,14,3.63,1
2022-08-19,강북구,시설예약,55,10,4.76,1
2022-08-19,강북구,주차정보,54,1,4.02,1
2022-08-19,강북구,쓰레기수거,31,7,3.6,1
2022-08-19,강북구,문화행사,34,9,3.74,1
2022-08-19,강북구,건강검진,24,38,3.77,1
2022-08-19,강남구,민원처리,78,29,3.67,1
2022-08-19,강남구,복지신청,88,41,3.99,1
2022-08-19,강남구,교통정보,120,3,3.72,1
2022-08-19,강남구,환경신고,55,20,3.37,1
2022-08-19,강남구,세금납부,91,12,4.15,1
2022-08-19,강남구,시설예약,81,10,3.84,1
2022-08-19,강남구,주차정보,107,2,3.22,1
2022-08-19,강남구,쓰레기수거,61,6,3.83,1
2022-08-19,강남구,문화행사,35,8,4.28,1
2022-08-19,강남구,건강검진,36,29,3.9,1
2022-08-19,서초구,민원처리,85,34,4.03,1
2022-08-19,서초구,복지신청,82,41,4.25,1
2022-08-19,서초구,교통정보,119,3,3.5,1
2022-08-19,서초구,환경신고,53,22,3.48,1
2022-08-19,서초구,세금납부,76,13,3.95,1
2022-08-19,서초구,시설예약,60,11,3.81,1
2022-08-19,서초구,주차정보,118,1,4.15,1
2022-08-19,서초구,쓰레기수거,62,7,3.54,1
2022-08-19,서초구,문화행사,53,8,3.7,1
2022-08-19,서초구,건강검진,38,31,3.65,1
2022-08-19,송파구,민원처리,67,37,3.83,0
2022-08-19,송파구,복지신청,56,63,3.83,0
2022-08-19,송파구,교통정보,85,4,3.73,0
2022-08-19,송파구,환경신고,33,28,3.03,0
2022-08-19,송파구,세금납부,72,16,3.39,0
2022-08-19,송파구,시설예약,58,16,3.45,0
2022-08-19,송파구,주차정보,92,2,3.22,0
2022-08-19,송파구,쓰레기수거,42,10,2.96,0
2022-08-19,송파구,문화행사,40,11,2.95,0
2022-08-19,송파구,건강검진,36,53,3.22,0
2022-08-19,마포구,민원처리,48,41,3.18,0
2022-08-19,마포구,복지신청,56,62,3.27,0
2022-08-19,마포구,교통정보,79,4,3.01,0
2022-08-19,마포구,환경신고,41,33,3.37,0
2022-08-19,마포구,세금납부,49,17,3.19,0
2022-08-19,마포구,시설예약,42,13,3.23,0
2022-08-19,마포구,주차정보,52,2,3.35,0
2022-08-19,마포구,쓰레기수거,42,8,2.64,0
2022-08-19,마포구,문화행사,32,11,2.83,0
2022-08-19,마포구,건강검진,17,45,3.17,0
2022-08-20,강북구,민원처리,40,27,3.4,1
2022-08-20,강북구,복지신청,31,38,3.8,1
2022-08-20,강북구,교통정보,54,3,3.37,1
2022-08-20,강북구,환경신고,21,21,4.15,1
2022-08-20,강북구,세금납부,48,15,3.56,1
2022-08-20,강북구,시설예약,25,10,3.53,1
2022-08-20,강북구,주차정보,60,2,3.89,1
2022-08-20,강북구,쓰레기수거,28,7,3.89,1
2022-08-20,강북구,문화행사,20,9,3.92,1
2022-08-20,강북구,건강검진,13,43,3.52,1
2022-08-20,강남구,민원처리,73,30,4.05,1
2022-08-20,강남구,복지신청,48,35,4.02,1
2022-08-20,강남구,교통정보,87,3,3.96,1
2022-08-20,강남구,환경신고,26,21,4.03,1
2022-08-20,강남구,세금납부,56,14,4.01,1
2022-08-20,강남구,시설예약,52,11,3.8,1
2022-08-20,강남구,주차정보,65,2,3.31,1
2022-08-20,강남구,쓰레기수거,37,6,3.59,1
2022-08-20,강남구,문화행사,33,8,4.12,1
2022-08-20,강남구,건강검진,23,39,3.62,1
2022-08-20,서초구,민원처리,52,35,3.65,1
2022-08-20,서초구,복지신청,45,40,3.01,1
2022-08-20,서초구,교통정보,58,4,3.8,1
2022-08-20,서초구,환경신고,30,22,3.93,1
2022-08-20,서초구,세금납부,59,13,4.15,1
2022-08-20,서초구,시설예약,41,10,3.08,1
2022-08-20,서초구,주차정보,62,2,3.77,1
2022-08-20,서초구,쓰레기수거,38,7,3.62,1
2022-08-20,서초구,문화행사,27,8,3.57,1
2022-08-20,서초구,건강검진,21,35,3.07,1
2022-08-20,송파구,민원처리,46,46,3.24,0
2022-08-20,송파구,복지신청,37,53,2.81,0
2022-08-20,송파구,교통정보,52,4,3.19,0
2022-08-20,송파구,환경신고,20,30,3.03,0
2022-08-20,송파구,세금납부,30,18,3.26,0
2022-08-20,송파구,시설예약,36,14,3.28,0
2022-08-20,송파구,주차정보,50,2,2.96,0
2022-08-20,송파구,쓰레기수거,28,9,3.61,0
2022-08-20,송파구,문화행사,21,12,2.88,0
2022-08-20,송파구,건강검진,18,44,3.03,0
2022-08-20,마포구,민원처리,45,44,3.45,0
2022-08-20,마포구,복지신청,30,64,3.45,0
2022-08-20,마포구,교통정보,52,5,3.35,0
2022-08-20,마포구,환경신고,18,25,2.97,0
2022-08-20,마포구,세금납부,37,22,3.35,0
2022-08-20,마포구,시설예약,26,14,3.21,0
2022-08-20,마포구,주차정보,47,3,3.05,0
2022-08-20,마포구,쓰레기수거,20,9,2.99,0
2022-08-20,마포구,문화행사,19,11,3.03,0
2022-08-20,마포구,건강검진,17,52,3.71,0
2022-08-21,강북구,민원처리,43,27,3.24,1
2022-08-21,강북구,복지신청,33,41,3.62,1
2022-08-21,강북구,교통정보,41,3,4.02,1
2022-08-21,강북구,환경신고,24,21,3.89,1
2022-08-21,강북구,세금납부,31,14,3.51,1
2022-08-21,강북구,시설예약,34,11,3.24,1
2022-08-21,강북구,주차정보,37,2,3.43,1
2022-08-21,강북구,쓰레기수거,29,5,3.68,1
2022-08-21,강북구,문화행사,15,8,3.33,1
2022-08-21,강북구,건강검진,16,31,3.49,1
2022-08-21,강남구,민원처리,69,30,2.88,1
2022-08-21,강남구,복지신청,46,47,3.81,1
2022-08-21,강남구,교통정보,81,3,3.89,1
2022-08-21,강남구,환경신고,27,21,4.05,1
2022-08-21,강남구,세금납부,44,11,3.57,1
2022-08-21,강남구,시설예약,43,12,3.73,1
2022-08-21,강남구,주차정보,71,1,3.5,1
2022-08-21,강남구,쓰레기수거,37,8,3.71,1
2022-08-21,강남구,문화행사,30,7,3.53,1
2022-08-21,강남구,건강검진,27,29,3.47,1
2022-08-21,서초구,민원처리,51,31,3.67,1
2022-08-21,서초구,복지신청,47,54,3.38,1
2022-08-21,서초구,교통정보,66,3,3.98,1
2022-08-21,서초구,환경신고,34,20,4.0,1
2022-08-21,서초구,세금납부,41,15,4.22,1
2022-08-21,서초구,시설예약,36,11,3.33,1
2022-08-21,서초구,주차정보,53,2,4.41,1
2022-08-21,서초구,쓰레기수거,23,7,4.08,1
2022-08-21,서초구,문화행사,34,8,4.09,1
2022-08-21,서초구,건강검진,23,41,3.64,1
2022-08-21,송파구,민원처리,47,42,3.11,0
2022-08-21,송파구,복지신청,36,55,3.74,0
2022-08-21,송파구,교통정보,57,4,3.08,0
2022-08-21,송파구,환경신고,18,31,2.94,0
2022-08-21,송파구,세금납부,38,22,3.04,0
2022-08-21,송파구,시설예약,35,14,3.05,0
2022-08-21,송파구,주차정보,46,2,2.78,0
2022-08-21,송파구,쓰레기수거,31,12,3.38,0
2022-08-21,송파구,문화행사,20,12,2.74,0
2022-08-21,송파구,건강검진,16,47,3.51,0
2022-08-21,마포구,민원처리,43,38,3.44,0
2022-08-21,마포구,복지신청,29,63,2.97,0
2022-08-21,마포구,교통정보,46,4,3.17,0
2022-08-21,마포구,환경신고,16,27,3.01,0
2022-08-21,마포구,세금납부,30,19,3.23,0
2022-08-21,마포구,시설예약,33,13,2.89,0
2022-08-21,마포구,주차정보,43,2,3.27,0
2022-08-21,마포구,쓰레기수거,23,10,3.87,0
2022-08-21,마포구,문화행사,20,11,3.49,0
2022-08-21,마포구,건강검진,15,49,3.74,0
2022-08-22,강북구,민원처리,77,28,3.42,1
2022-08-22,강북구,복지신청,44,37,4.04,1
2022-08-22,강북구,교통정보,76,2,3.84,1
2022-08-22,강북구,환경신고,35,20,3.51,1
2022-08-22,강북구,세금납부,62,14,3.82,1
2022-08-22,강북구,시설예약,35,9,3.57,1
2022-08-22,강북구,주차정보,61,2,3.9,1
2022-08-22,강북구,쓰레기수거,37,7,3.77,1
2022-08-22,강북구,문화행사,35,5,3.64,1
2022-08-22,강북구,건강검진,25,34,3.57,1
2022-08-22,강남구,민원처리,81,30,3.58,1
2022-08-22,강남구,복지신청,90,41,3.53,1
2022-08-22,강남구,교통정보,96,4,4.0,1
2022-08-22,강남구,환경신고,50,18,3.24,1
2022-08-22,강남구,세금납부,111,16,3.78,1
2022-08-22,강남구,시설예약,61,9,3.44,1
2022-08-22,강남구,주차정보,143,2,3.94,1
2022-08-22,강남구,쓰레기수거,68,6,3.72,1
2022-08-22,강남구,문화행사,47,9,3.88,1
2022-08-22,강남구,건강검진,39,35,3.49,1
2022-08-22,서초구,민원처리,76,29,3.85,1
2022-08-22,서초구,복지신청,81,44,3.23,1
2022-08-22,서초구,교통정보,112,3,4.21,1
2022-08-22,서초구,환경신고,35,23,4.18,1
2022-08-22,서초구,세금납부,67,14,3.19,1
2022-08-22,서초구,시설예약,62,9,3.9,1
2022-08-22,서초구,주차정보,97,2,3.88,1
2022-08-22,서초구,쓰레기수거,46,7,3.91,1
2022-08-22,서초구,문화행사,42,8,3.62,1
2022-08-22,서초구,건강검진,43,39,3.68,1
2022-08-22,송파구,민원처리,77,40,3.88,0
2022-08-22,송파구,복지신청,70,65,3.63,0
2022-08-22,송파구,교통정보,93,4,3.65,0
2022-08-22,송파구,환경신고,36,29,3.29,0
2022-08-22,송파구,세금납부,59,21,3.36,0
2022-08-22,송파구,시설예약,50,16,2.85,0
2022-08-22,송파구,주차정보,81,3,3.16,0
2022-08-22,송파구,쓰레기수거,36,10,3.12,0
2022-08-22,송파구,문화행사,42,13,3.18,0
2022-08-22,송파구,건강검진,20,52,2.9,0
2022-08-22,마포구,민원처리,71,48,3.52,0
2022-08-22,마포구,복지신청,59,58,3.16,0
2022-08-22,마포구,교통정보,84,5,2.9,0
2022-08-22,마포구,환경신고,37,24,2.57,0
2022-08-22,마포구,세금납부,44,21,3.39,0
2022-08-22,마포구,시설예약,47,14,3.34,0
2022-08-22,마포구,주차정보,65,2,2.95,0
2022-08-22,마포구,쓰레기수거,43,9,3.32,0
2022-08-22,마포구,문화행사,33,13,3.22,0
2022-08-22,마포구,건강검진,31,54,2.86,0
2022-08-23,강북구,민원처리,63,30,3.86,1
2022-08-23,강북구,복지신청,62,44,3.46,1
2022-08-23,강북구,교통정보,83,3,3.81,1
2022-08-23,강북구,환경신고,26,20,3.17,1
2022-08-23,강북구,세금납부,52,16,4.21,1
2022-08-23,강북구,시설예약,43,11,3.84,1
2022-08-23,강북구,주차정보,92,2,3.39,1
2022-08-23,강북구,쓰레기수거,36,7,3.15,1
2022-08-23,강북구,문화행사,25,9,4.49,1
2022-08-23,강북구,건강검진,25,34,3.68,1
2022-08-23,강남구,민원처리,102,28,3.67,1
2022-08-23,강남구,복지신청,88,39,3.7,1
2022-08-23,강남구,교통정보,137,3,3.24,1
2022-08-23,강남구,환경신고,32,18,4.05,1
2022-08-23,강남구,세금납부,85,14,4.09,1
2022-08-23,강남구,시설예약,56,13,3.67,1
2022-08-23,강남구,주차정보,117,1,3.41,1
2022-08-23,강남구,쓰레기수거,59,6,3.73,1
2022-08-23,강남구,문화행사,33,7,3.54,1
2022-08-23,강남구,건강검진,32,45,3.75,1
2022-08-23,서초구,민원처리,92,28,3.49,1
2022-08-23,서초구,복지신청,66,46,3.27,1
2022-08-23,서초구,교통정보,101,3,3.01,1
2022-08-23,서초구,환경신고,33,18,3.64,1
2022-08-23,서초구,세금납부,74,15,3.03,1
2022-08-23,서초구,시설예약,58,11,3.23,1
2022-08-23,서초구,주차정보,96,2,4.12,1
2022-08-23,서초구,쓰레기수거,43,7,3.71,1
2022-08-23,서초구,문화행사,37,7,3.32,1
2022-08-23,서초구,건강검진,55,39,3.72,1
2022-08-23,송파구,민원처리,68,47,2.83,0
2022-08-23,송파구,복지신청,65,65,3.15,0
2022-08-23,송파구,교통정보,85,4,3.49,0
2022-08-23,송파구,환경신고,38,34,2.65,0
2022-08-23,송파구,세금납부,57,20,3.34,0
2022-08-23,송파구,시설예약,54,17,2.92,0
2022-08-23,송파구,주차정보,86,3,3.73,0
2022-08-23,송파구,쓰레기수거,45,12,3.23,0
2022-08-23,송파구,문화행사,49,11,3.15,0
2022-08-23,송파구,건강검진,36,54,3.19,0
2022-08-23,마포구,민원처리,55,56,3.12,0
2022-08-23,마포구,복지신청,53,48,3.03,0
2022-08-23,마포구,교통정보,89,4,4.0,0
2022-08-23,마포구,환경신고,34,28,3.71,0
2022-08-23,마포구,세금납부,81,22,3.24,0
2022-08-23,마포구,시설예약,45,12,3.31,0
2022-08-23,마포구,주차정보,77,2,3.22,0
2022-08-23,마포구,쓰레기수거,46,9,3.3,0
2022-08-23,마포구,문화행사,23,14,3.0,0
2022-08-23,마포구,건강검진,25,51,3.14,0
2022-08-24,강북구,민원처리,79,30,3.53,1
2022-08-24,강북구,복지신청,63,30,3.32,1
2022-08-24,강북구,교통정보,86,3,3.95,1
2022-08-24,강북구,환경신고,20,19,3.96,1
2022-08-24,강북구,세금납부,52,13,3.84,1
2022-08-24,강북구,시설예약,49,11,3.65,1
2022-08-24,강북구,주차정보,82,2,3.96,1
2022-08-24,강북구,쓰레기수거,46,7,3.56,1
2022-08-24,강북구,문화행사,32,8,4.29,1
2022-08-24,강북구,건강검진,28,40,4.14,1
2022-08-24,강남구,민원처리,121,35,3.42,1
2022-08-24,강남구,복지신청,66,38,4.04,1
2022-08-24,강남구,교통정보,114,3,3.57,1
2022-08-24,강남구,환경신고,53,19,3.55,1
2022-08-24,강남구,세금납부,85,15,3.2,1
2022-08-24,강남구,시설예약,69,10,3.88,1
2022-08-24,강남구,주차정보,107,1,4.34,1
2022-08-24,강남구,쓰레기수거,73,7,3.88,1
2022-08-24,강남구,문화행사,44,8,4.5,1
2022-08-24,강남구,건강검진,47,31,3.82,1
2022-08-24,서초구,민원처리,90,33,4.23,1
2022-08-24,서초구,복지신청,61,41,3.36,1
2022-08-24,서초구,교통정보,110,3,4.32,1
2022-08-24,서초구,환경신고,38,22,2.91,1
2022-08-24,서초구,세금납부,103,14,3.74,1
2022-08-24,서초구,시설예약,60,10,3.52,1
2022-08-24,서초구,주차정보,100,2,3.58,1
2022-08-24,서초구,쓰레기수거,51,6,3.99,1
2022-08-24,서초구,문화행사,43,8,3.75,1
2022-08-24,서초구,건강검진,41,30,3.92,1
2022-08-24,송파구,민원처리,82,46,3.21,0
2022-08-24,송파구,복지신청,63,64,2.74,0
2022-08-24,송파구,교통정보,82,4,3.74,0
2022-08-24,송파구,환경신고,46,23,3.31,0
2022-08-24,송파구,세금납부,68,21,3.3,0
2022-08-24,송파구,시설예약,53,14,3.51,0
2022-08-24,송파구,주차정보,78,2,3.39,0
2022-08-24,송파구,쓰레기수거,53,10,3.06,0
2022-08-24,송파구,문화행사,29,10,3.14,0
2022-08-24,송파구,건강검진,32,48,2.88,0
2022-08-24,마포구,민원처리,54,45,3.61,0
2022-08-24,마포구,복지신청,47,59,2.99,0
2022-08-24,마포구,교통정보,86,4,3.5,0
2022-08-24,마포구,환경신고,33,30,2.94,0
2022-08-24,마포구,세금납부,52,20,3.27,0
2022-08-24,마포구,시설예약,60,13,3.5,0
2022-08-24,마포구,주차정보,74,2,2.4,0
2022-08-24,마포구,쓰레기수거,35,9,3.05,0
2022-08-24,마포구,문화행사,37,11,3.28,0
2022-08-24,마포구,건강검진,20,51,2.81,0
2022-08-25,강북구,민원처리,76,34,3.25,1
2022-08-25,강북구,복지신청,71,40,3.81,1
2022-08-25,강북구,교통정보,92,3,3.49,1
2022-08-25,강북구,환경신고,32,21,3.88,1
2022-08-25,강북구,세금납부,75,15,4.07,1
2022-08-25,강북구,시설예약,54,11,3.58,1
2022-08-25,강북구,주차정보,70,1,4.12,1
2022-08-25,강북구,쓰레기수거,41,7,2.86,1
2022-08-25,강북구,문화행사,31,9,3.8,1
2022-08-25,강북구,건강검진,25,34,4.29,1
2022-08-25,강남구,민원처리,95,31,3.7,1
2022-08-25,강남구,복지신청,81,47,4.44,1
2022-08-25,강남구,교통정보,145,3,4.06,1
2022-08-25,강남구,환경신고,38,20,3.49,1
2022-08-25,강남구,세금납부,81,15,4.11,1
2022-08-25,강남구,시설예약,55,10,3.5,1
2022-08-25,강남구,주차정보,120,2,4.38,1
2022-08-25,강남구,쓰레기수거,70,7,3.4,1
2022-08-25,강남구,문화행사,44,8,4.47,1
2022-08-25,강남구,건강검진,40,40,3.57,1
2022-08-25,서초구,민원처리,88,31,3.55,1
2022-08-25,서초구,복지신청,78,36,3.15,1
2022-08-25,서초구,교통정보,102,3,3.47,1
2022-08-25,서초구,환경신고,60,20,3.72,1
2022-08-25,서초구,세금납부,68,14,4.01,1
2022-08-25,서초구,시설예약,64,10,3.77,1
2022-08-25,서초구,주차정보,84,2,3.61,1
2022-08-25,서초구,쓰레기수거,67,6,3.97,1
2022-08-25,서초구,문화행사,45,8,3.52,1
2022-08-25,서초구,건강검진,39,36,4.24,1
2022-08-25,송파구,민원처리,86,43,3.07,0
2022-08-25,송파구,복지신청,65,68,3.32,0
2022-08-25,송파구,교통정보,108,5,2.64,0
2022-08-25,송파구,환경신고,41,29,3.57,0
2022-08-25,송파구,세금납부,88,23,3.15,0
2022-08-25,송파구,시설예약,51,14,3.16,0
2022-08-25,송파구,주차정보,88,2,3.21,0
2022-08-25,송파구,쓰레기수거,32,12,3.13,0
2022-08-25,송파구,문화행사,36,12,3.45,0
2022-08-25,송파구,건강검진,21,46,3.63,0
2022-08-25,마포구,민원처리,74,39,3.56,0
2022-08-25,마포구,복지신청,58,55,3.2,0
2022-08-25,마포구,교통정보,59,5,3.66,0
2022-08-25,마포구,환경신고,31,29,3.33,0
2022-08-25,마포구,세금납부,57,15,3.52,0
2022-08-25,마포구,시설예약,54,16,3.62,0
2022-08-25,마포구,주차정보,71,3,2.99,0
2022-08-25,마포구,쓰레기수거,34,8,3.3,0
2022-08-25,마포구,문화행사,33,13,2.68,0
2022-08-25,마포구,건강검진,27,58,3.24,0
2022-08-26,강북구,민원처리,78,38,4.11,1
2022-08-26,강북구,복지신청,43,40,3.81,1
2022-08-26,강북구,교통정보,82,3,3.69,1
2022-08-26,강북구,환경신고,34,23,3.28,1
2022-08-26,강북구,세금납부,67,13,3.93,1
2022-08-26,강북구,시설예약,45,11,3.54,1
2022-08-26,강북구,주차정보,53,2,3.31,1
2022-08-26,강북구,쓰레기수거,51,7,3.92,1
2022-08-26,강북구,문화행사,33,8,2.99,1
2022-08-26,강북구,건강검진,29,31,3.79,1
2022-08-26,강남구,민원처리,82,33,3.75,1
2022-08-26,강남구,복지신청,63,47,3.64,1
2022-08-26,강남구,교통정보,103,3,3.53,1
2022-08-26,강남구,환경신고,48,24,3.82,1
2022-08-26,강남구,세금납부,97,13,3.5,1
2022-08-26,강남구,시설예약,66,8,3.9,1
2022-08-26,강남구,주차정보,118,1,3.81,1
2022-08-26,강남구,쓰레기수거,32,8,3.53,1
2022-08-26,강남구,문화행사,45,9,3.84,1
2022-08-26,강남구,건강검진,30,35,3.83,1
2022-08-26,서초구,민원처리,78,33,3.32,1
2022-08-26,서초구,복지신청,77,35,3.57,1
2022-08-26,서초구,교통정보,80,3,4.08,1
2022-08-26,서초구,환경신고,56,20,3.47,1
2022-08-26,서초구,세금납부,92,14,3.51,1
2022-08-26,서초구,시설예약,56,10,4.07,1
2022-08-26,서초구,주차정보,82,2,3.65,1
2022-08-26,서초구,쓰레기수거,63,6,3.95,1
2022-08-26,서초구,문화행사,39,8,3.9,1
2022-08-26,서초구,건강검진,25,40,3.26,1
2022-08-26,송파구,민원처리,91,42,3.43,0
2022-08-26,송파구,복지신청,66,57,2.93,0
2022-08-26,송파구,교통정보,90,4,3.31,0
2022-08-26,송파구,환경신고,39,27,2.83,0
2022-08-26,송파구,세금납부,66,19,2.97,0
2022-08-26,송파구,시설예약,58,14,3.49,0
2022-08-26,송파구,주차정보,91,3,3.03,0
2022-08-26,송파구,쓰레기수거,56,10,3.6,0
2022-08-26,송파구,문화행사,44,11,3.02,0
2022-08-26,송파구,건강검진,31,48,2.99,0
2022-08-26,마포구,민원처리,55,53,2.79,0
2022-08-26,마포구,복지신청,37,62,2.98,0
2022-08-26,마포구,교통정보,75,4,3.32,0
2022-08-26,마포구,환경신고,34,32,3.37,0
2022-08-26,마포구,세금납부,56,16,2.96,0
2022-08-26,마포구,시설예약,40,13,3.59,0
2022-08-26,마포구,주차정보,87,2,3.44,0
2022-08-26,마포구,쓰레기수거,41,9,3.23,0
2022-08-26,마포구,문화행사,23,10,3.33,0
2022-08-26,마포구,건강검진,30,54,2.88,0
2022-08-27,강북구,민원처리,47,33,3.84,1
2022-08-27,강북구,복지신청,32,39,3.92,1
2022-08-27,강북구,교통정보,55,3,3.83,1
2022-08-27,강북구,환경신고,22,20,3.49,1
2022-08-27,강북구,세금납부,37,15,3.44,1
2022-08-27,강북구,시설예약,34,9,4.25,1
2022-08-27,강북구,주차정보,51,2,3.29,1
2022-08-27,강북구,쓰레기수거,22,6,3.6,1
2022-08-27,강북구,문화행사,18,8,3.67,1
2022-08-27,강북구,건강검진,14,38,4.04,1
2022-08-27,강남구,민원처리,59,34,3.89,1
2022-08-27,강남구,복지신청,43,43,3.44,1
2022-08-27,강남구,교통정보,61,3,3.85,1
2022-08-27,강남구,환경신고,31,21,3.19,1
2022-08-27,강남구,세금납부,41,14,3.92,1
2022-08-27,강남구,시설예약,37,12,3.51,1
2022-08-27,강남구,주차정보,77,1,3.45,1
2022-08-27,강남구,쓰레기수거,37,6,3.95,1
2022-08-27,강남구,문화행사,30,9,3.55,1
2022-08-27,강남구,건강검진,19,34,3.58,1
2022-08-27,서초구,민원처리,48,28,3.27,1
2022-08-27,서초구,복지신청,51,35,3.67,1
2022-08-27,서초구,교통정보,65,3,3.69,1
2022-08-27,서초구,환경신고,21,19,3.68,1
2022-08-27,서초구,세금납부,48,12,3.89,1
2022-08-27,서초구,시설예약,32,12,3.12,1
2022-08-27,서초구,주차정보,63,2,3.65,1
2022-08-27,서초구,쓰레기수거,35,6,3.6,1
2022-08-27,서초구,문화행사,22,9,3.54,1
2022-08-27,서초구,건강검진,19,39,3.19,1
2022-08-27,송파구,민원처리,58,44,3.5,0
2022-08-27,송파구,복지신청,40,48,3.4,0
2022-08-27,송파구,교통정보,47,4,3.71,0
2022-08-27,송파구,환경신고,21,33,2.91,0
2022-08-27,송파구,세금납부,51,19,3.33,0
2022-08-27,송파구,시설예약,32,15,2.79,0
2022-08-27,송파구,주차정보,47,2,2.81,0
2022-08-27,송파구,쓰레기수거,28,11,2.93,0
2022-08-27,송파구,문화행사,29,11,3.06,0
2022-08-27,송파구,건강검진,18,61,3.31,0
2022-08-27,마포구,민원처리,41,47,2.8,0
2022-08-27,마포구,복지신청,37,55,2.91,0
2022-08-27,마포구,교통정보,44,4,3.2,0
2022-08-27,마포구,환경신고,18,28,3.0,0
2022-08-27,마포구,세금납부,35,16,3.21,0
2022-08-27,마포구,시설예약,33,15,3.42,0
2022-08-27,마포구,주차정보,52,3,3.03,0
2022-08-27,마포구,쓰레기수거,22,10,2.83,0
2022-08-27,마포구,문화행사,27,12,3.65,0
2022-08-27,마포구,건강검진,15,50,3.19,0
2022-08-28,강북구,민원처리,49,39,3.26,1
2022-08-28,강북구,복지신청,32,43,3.18,1
2022-08-28,강북구,교통정보,45,3,3.55,1
2022-08-28,강북구,환경신고,20,22,3.54,1
2022-08-28,강북구,세금납부,32,12,3.03,1
2022-08-28,강북구,시설예약,31,10,4.06,1
2022-08-28,강북구,주차정보,50,2,3.81,1
2022-08-28,강북구,쓰레기수거,18,7,3.64,1
2022-08-28,강북구,문화행사,18,8,3.9,1
2022-08-28,강북구,건강검진,15,34,3.87,1
2022-08-28,강남구,민원처리,57,32,3.67,1
2022-08-28,강남구,복지신청,55,42,3.21,1
2022-08-28,강남구,교통정보,79,3,3.55,1
2022-08-28,강남구,환경신고,28,25,3.86,1
